id,title,tagline,homepage,release_date,genre,budget,keywords,original_language,revenue,runtime,status,vote_average,vote_count,director
50321,Mars Needs Moms,Mom needs a little space.,http://disney.go.com/disneypictures/marsneedsmoms/#home,09/03/2011,Adventure,150000000,boy alien rescue martian alien abduction,en,38992758,88,Released,5.5,199,Simon Wells
11619,Flushed Away,Someone's Going Down,http://www.dreamworksanimation.com/flushed/,22/10/2006,Adventure,149000000,london england underworld return ship frog,en,64459316,85,Released,6,874,David Bowers
266647,Pan,Every legend has a beginning.,,24/09/2015,Adventure,150000000,flying magic fairy tale peter pan mermaid,en,128388320,111,Released,5.9,954,Joe Wright
82703,Mr. Peabody & Sherman,He's Leaving His Mark On History,,07/02/2014,Animation,145000000,father son relationship egypt intelligence adoption time travel,en,272912430,92,Released,6.7,843,Rob Minkoff
652,Troy,For passion. For honor. For destiny. For victory. For love.,,13/05/2004,Adventure,175000000,brother brother relationship adultery mythology beauty trojan war,en,497409852,163,Released,6.9,2759,Wolfgang Petersen
80321,Madagascar 3: Europe's Most Wanted,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",,06/06/2012,Animation,145000000,madagascar 3d,en,746921274,93,Released,6.4,1808,Conrad Vernon
36669,Die Another Day,He’s never been cooler.,http://www.mgm.com/view/movie/232/Die-Another-Day/,17/11/2002,Adventure,140000000,laser british secret service secret service agent space based weapon,en,431971116,133,Released,5.8,1092,Lee Tamahori
43074,Ghostbusters,Who You Gonna Call?,http://www.ghostbusters.com/,14/07/2016,Action,144000000,female friendship ghost hunting reboot ghost,en,229147509,116,Released,5.3,2142,Paul Feig
95,Armageddon,The Earth's Darkest Day Will Be Man's Finest Hour,,01/07/1998,Action,140000000,saving the world paris moon cataclysm asteroid,en,553799566,151,Released,6.4,2482,Michael Bay
608,Men in Black II,Same Planet. New Scum.,http://www.sonypictures.com/homevideo/meninblackii/,03/07/2002,Action,140000000,saving the world secret identity sun glasses undercover space marine,en,441818803,88,Released,6,3114,Barry Sonnenfeld
2310,Beowulf,Evil breeds pain.,http://www.beowulfmovie.com/,05/11/2007,Adventure,70000000,denmark nordic mythology lie pride and vanity folk hero,en,195735876,115,Released,5.5,841,Robert Zemeckis
140300,Kung Fu Panda 3,Grab destiny by the rice dumplings.,http://www.kungfupanda.com/,23/01/2016,Action,145000000,china martial arts kung fu village panda,en,521170825,95,Released,6.7,1603,Jennifer Yuh Nelson
56292,Mission: Impossible - Ghost Protocol,No Plan. No Backup. No Choice.,http://www.missionimpossible.com/,07/12/2011,Action,145000000,fight sequel mission explosion broken arm,en,694713380,133,Released,6.8,3972,Brad Bird
81188,Rise of the Guardians,You better believe.,http://www.riseoftheguardians.com/,21/11/2012,Fantasy,145000000,dream santa claus nightmare easter bunny tooth fairy,en,306941670,97,Released,7.1,1922,Peter Ramsey
7552,Fun with Dick and Jane,Giving big businesses a run for their money!,http://www.sonypictures.com/movies/funwithdickandjane/,21/12/2005,Comedy,100000000,based on novel desperation robber hold-up robbery remake,en,202026112,90,Released,5.9,627,Dean Parisot
616,The Last Samurai,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",,05/12/2003,Drama,140000000,japan war crimes sense of guilt swordplay general,en,456758981,154,Released,7.3,1895,Edward Zwick
147441,Exodus: Gods and Kings,"Once brothers, now enemies.",http://www.exodusgodsandkings.com/,03/12/2014,Adventure,140000000,moses bible ancient egypt 3d ramses,en,268031828,150,Released,5.6,1921,Ridley Scott
13475,Star Trek,The future begins.,,06/05/2009,Science,150000000,spacecraft teleportation space mission parachute time travel,en,385680446,127,Released,7.4,4518,J.J. Abrams
557,Spider-Man,With great power comes great responsibility.,http://www.sonypictures.com/movies/spider-man/,01/05/2002,Fantasy,139000000,loss of lover spider thanksgiving bad boss hostility,en,821708551,121,Released,6.8,5265,Sam Raimi
82702,How to Train Your Dragon 2,The training is over.,http://www.howtotrainyourdragon.com/,12/06/2014,Fantasy,145000000,father son relationship wife husband relationship sacrifice viking sequel,en,609123048,102,Released,7.6,3106,Dean DeBlois
205584,Gods of Egypt,The battle for eternity begins,,25/02/2016,Fantasy,140000000,egypt underworld fight mythology nile,en,150680864,127,Released,5.3,1277,Alex Proyas
10048,Stealth,Fear The Sky,,28/07/2005,Action,135000000,artificial intelligence u.s. navy aftercreditsstinger,en,76932943,121,Released,4.9,331,Rob Cohen
13183,Watchmen,Justice is coming to all of us.  No matter what we do.,https://www.warnerbros.com/watchmen,05/03/2009,Action,130000000,dc comics secret identity mass murder retirement based on comic book,en,185258983,163,Released,7,2811,Zack Snyder
944,Lethal Weapon 4,The faces you love. The action you expect.,,10/07/1998,Action,140000000,lapd house on fire revolver,en,285444603,127,Released,6.3,767,Richard Donner
1927,Hulk,Unleash the hero within,,19/06/2003,Drama,137000000,california san francisco monster general gun,en,245360480,138,Released,5.3,1533,Ang Lee
72559,G.I. Joe: Retaliation,,http://www.gijoemovie.com,26/03/2013,Adventure,130000000,terror assassin secret technology missile,en,371876278,110,Released,5.4,3025,Jon M. Chu
7364,Sahara,Dirk Pitt. Adventure has a new name.,,06/04/2005,Action,130000000,tyrant ironclad ship,en,119269486,124,Released,5.7,434,Breck Eisner
2114,Final Fantasy: The Spirits Within,Unleash a new reality,,02/07/2001,Adventure,137000000,battle assignment dystopia alien downfall scientist,en,85131830,106,Released,5.9,433,Hironobu Sakaguchi
1771,Captain America: The First Avenger,When patriots become heroes,http://captainamerica.marvel.com/,22/07/2011,Action,140000000,new york usa world war ii nazis marvel comic,en,370569774,124,Released,6.6,7047,Joe Johnston
36643,The World Is Not Enough,As the countdown begins for the new millennium there is still one number you can always count on.,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,08/11/1999,Adventure,135000000,british mission oil heiress bilbao spain,en,361832400,128,Released,6,862,Michael Apted
8619,Master and Commander: The Far Side of the World,The courage to do the impossible lies in the hearts of men.,http://www.masterandcommanderthefarsideoftheworld.com/,14/11/2003,Adventure,150000000,naturalist frigate self surgery sea battle weevil,en,212011111,138,Released,6.9,790,Peter Weir
50620,The Twilight Saga: Breaking Dawn - Part 2,The epic finale that will live forever,,13/11/2012,Adventure,120000000,vampire romance villainess super strength imprinting,en,829000000,115,Released,6.1,2553,Bill Condon
65759,Happy Feet Two,Every step counts.,http://happyfeettwo.warnerbros.com/index.html,17/11/2011,Animation,130000000,penguin musical aftercreditsstinger 3d,en,150406466,100,Released,5.8,373,George Miller
1724,The Incredible Hulk,You'll like him when he's angry.,,12/06/2008,Science,150000000,new york rio de janeiro marvel comic superhero based on comic book,en,163712074,114,Released,6.1,3021,Louis Leterrier
267935,The BFG,The world is more giant than you can imagine.,http://movies.disney.com/the-bfg,01/06/2016,Adventure,140000000,london england england based on novel queen little girl,en,183345589,120,Released,6,1000,Steven Spielberg
281957,The Revenant,"(n. One who has returned, as if from the dead.)",http://www.foxmovies.com/movies/the-revenant,25/12/2015,Western,135000000,father son relationship rape based on novel mountains winter,en,532950503,156,Released,7.3,6396,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
77950,Turbo,SLO NO MO,http://www.turbomovie.com/,11/07/2013,Animation,135000000,underdog car race dream speed power,en,282570682,96,Released,6.1,1074,David Soren
44896,Rango,Heroes come in all different colors.,http://www.rangomovie.com/,02/03/2011,Animation,135000000,sheriff nevada pet rango chameleon,en,245724603,107,Released,6.6,2051,Gore Verbinski
270946,Penguins of Madagascar,The Movie Event That Will Blow Their Cover,,22/11/2014,Family,132000000,penguin madagascar 3d,en,373552094,92,Released,6.5,1346,Eric Darnell
2503,The Bourne Ultimatum,Remember everything. Forgive nothing.,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,03/08/2007,Action,70000000,paris corruption madrid assassin based on novel,en,442824138,115,Released,7.3,2888,Paul Greengrass
9502,Kung Fu Panda,Prepare for awesomeness.,http://www.kungfupanda.com/,04/06/2008,Adventure,130000000,china martial arts kung fu mentor snake,en,631744560,90,Released,6.9,3145,Mark Osborne
102899,Ant-Man,Heroes don't get any bigger.,http://marvel.com/movies/movie/180/ant-man,14/07/2015,Science,130000000,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,en,519311965,117,Released,7,5880,Peyton Reed
101299,The Hunger Games: Catching Fire,Every revolution begins with a spark.,http://www.thehungergames.movie/,15/11/2013,Adventure,130000000,competition based on novel mentor secret factory,en,847423452,146,Released,7.4,6495,Francis Lawrence
228161,Home,Worlds Collide,http://www.meettheboov.com/,18/03/2015,Fantasy,135000000,friendship spaceship space alien alien invasion,en,368871007,94,Released,6.8,1519,Tim Johnson
74,War of the Worlds,They're already here.,,28/06/2005,Adventure,132000000,post traumatic stress  disorder new jersey airplane dystopia daughter,en,591739379,116,Released,6.2,2322,Steven Spielberg
8961,Bad Boys II,"If you can't stand the heat, get out of Miami.",,18/07/2003,Adventure,130000000,miami ku klux klan cuba undercover mexican standoff,en,273339556,147,Released,6.3,1564,Michael Bay
417859,Puss in Boots,Live for danger. Fight for justice. Pray for mercy.,,28/10/2011,Action,130000000,adventure fairy-tale figure,en,554987477,90,Released,6.4,451,Chris Miller
27576,Salt,Who is Salt?,http://www.sonypictures.com/homevideo/salt/,21/07/2010,Action,110000000,assassination spy cia kidnapping cold war,en,293329073,100,Released,6.2,2093,Phillip Noyce
86834,Noah,The end of the world is just the beginning.,http://www.noahmovie.com,20/03/2014,Drama,125000000,bible god noah 3d,en,362637473,139,Released,5.6,2350,Darren Aronofsky
17578,The Adventures of Tintin,"This year, discover how far adventure will take you.",http://www.us.movie.tintin.com/,25/10/2011,Adventure,130000000,riddle captain treasure liquor treasure hunt,en,371940071,107,Released,6.7,2061,Steven Spielberg
673,Harry Potter and the Prisoner of Azkaban,Something wicked this way comes.,,31/05/2004,Adventure,130000000,flying traitor magic cutting the cord child hero,en,789804554,141,Released,7.7,5877,Alfonso Cuar\u00f3n
6972,Australia,Welcome to Australia!,,18/11/2008,Drama,130000000,missionary world war ii ranch australia british,en,49554002,165,Released,6.3,694,Baz Luhrmann
82700,After Earth,"Danger is real, fear is a choice",,30/05/2013,Science,130000000,dystopia,en,243843127,100,Released,5,2532,M. Night Shyamalan
10567,Dinosaur,You have never seen anything like this.,,19/05/2000,Animation,127500000,cataclysm asteroid leader comet animation,en,354248063,82,Released,6.2,542,Ralph Zondag
181533,Night at the Museum: Secret of the Tomb,One Final Night to Save the Day.,,17/12/2014,Adventure,127000000,night watchman museum natural history history smithsonian,en,349424282,97,Released,6.1,1851,Shawn Levy
38055,Megamind,His brain is off the chain.,http://www.megamind.com,28/10/2010,Animation,130000000,saving the world date prison secret identity fish,en,321887208,95,Released,6.7,1918,Tom McGrath
671,Harry Potter and the Philosopher's Stone,Let the Magic Begin.,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,16/11/2001,Adventure,125000000,witch christmas party magic cutting the cord halloween,en,976475550,152,Released,7.5,7006,Chris Columbus
49524,R.I.P.D.,To protect and serve the living,http://www.ripd.com/,18/07/2013,Fantasy,130000000,gold police operation partner revenge undead,en,61648500,96,Released,5.4,1260,Robert Schwentke
22,Pirates of the Caribbean: The Curse of the Black Pearl,Prepare to be blown out of the water.,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,09/07/2003,Adventure,140000000,exotic island blacksmith east india trading company gold marriage proposal,en,655011224,143,Released,7.5,6985,Gore Verbinski
131631,The Hunger Games: Mockingjay - Part 1,Fire burns brighter in the darkness,http://www.thehungergames.movie/,18/11/2014,Science,125000000,resistance post-apocalyptic dystopia war sequel,en,752100229,123,Released,6.6,5584,Francis Lawrence
591,The Da Vinci Code,Seek the truth.,http://www.sonypictures.com/homevideo/thedavincicode/index.html,17/05/2006,Thriller,125000000,paris holy grail christianity monk based on novel,en,767820459,149,Released,6.5,2704,Ron Howard
172385,Rio 2,"He's villainous, she's venomous.",http://www.riomovies.com/,19/03/2014,Animation,103000000,bird sequel jungle audition amazon rainforest,en,500188435,102,Released,6.3,978,Carlos Saldanha
36658,X2,The time has come for those who are different to stand united.,,24/04/2003,Adventure,110000000,mutant marvel comic superhero based on comic book superhuman,en,407711549,133,Released,6.8,3506,Bryan Singer
51497,Fast Five,Get the Fifth Gear.,http://www.watchvideoseries.com/movies/fast-five-2011-2/,20/04/2011,Action,125000000,brazil fbi freedom escape from prison car crash,en,626137675,130,Released,7.1,2438,Justin Lin
58574,Sherlock Holmes: A Game of Shadows,The game is afoot.,http://sherlockholmes2.warnerbros.com/index.html,22/11/2011,Adventure,125000000,detective inspector steampunk criminal mastermind,en,334615000,129,Released,7,3886,Guy Ritchie
18823,Clash of the Titans,Titans will clash.,http://www.clash-of-the-titans.com/,01/04/2010,Adventure,125000000,hades mythology greek mythology zeus medusa,en,232713139,106,Released,5.6,2233,Louis Leterrier
861,Total Recall,"They stole his mind, now he wants it back.",,01/06/1990,Action,65000000,oxygen falsely accused resistance mars double life,en,261317921,113,Released,7.1,1710,Paul Verhoeven
1911,The 13th Warrior,Prey for the living.,,27/08/1999,Adventure,160000000,witch cave arabian scandinavia bagdad,en,61698899,102,Released,6.4,510,John McTiernan
49040,The Bourne Legacy,There Was Never Just One,http://www.thebournelegacy.com/,08/08/2012,Action,130000000,assassin wolf maryland suicide by gunshot rooftop,en,276572938,120,Released,6,2651,Tony Gilroy
415,Batman & Robin,Strength. Courage. Honor. And loyalty.,,20/06/1997,Action,125000000,double life dc comics dual identity crime fighter fictional place,en,238207122,125,Released,4.2,1418,Joel Schumacher
